id,HAB_ID,HAB_NAME,BLOCK_ID,ROAD_CONN,confidence,lat,lon
PT-036,18080001,Longmisa,180803,False,0.805,25.118553,92.613446
PT-037,18080001,Longmisa,180803,False,0.821,25.117867,92.614591
PT-038,18080001,Longmisa,180803,False,0.898,25.117736,92.613038
PT-039,18080001,Longmisa,180803,False,0.803,25.118447,92.612906
PT-040,18080001,Longmisa,180803,False,0.792,25.117967,92.613204
PT-041,18080001,Longmisa,180803,False,0.941,25.114918,92.615016
PT-042,18080001,Longmisa,180803,False,0.799,25.119279,92.613001
PT-043,18080001,Longmisa,180803,False,0.849,25.118186,92.614347
PT-044,18080001,Longmisa,180803,False,0.814,25.119406,92.612829
PT-045,18080001,Longmisa,180803,False,0.852,25.117427,92.615012
PT-046,18080001,Longmisa,180803,False,0.94,25.117523,92.613762
PT-047,18080001,Longmisa,180803,False,0.88,25.115726,92.615467
PT-048,18080001,Longmisa,180803,False,0.876,25.117614,92.614338
PT-049,18080001,Longmisa,180803,False,0.83,25.118995,92.612987
PT-050,18080001,Longmisa,180803,False,0.755,25.117943,92.613899
PT-051,18080001,Longmisa,180803,False,0.787,25.118021,92.614029
PT-052,18080001,Longmisa,180803,False,0.837,25.117846,92.615056
PT-053,18080001,Longmisa,180803,False,0.877,25.117665,92.613462
PT-054,18080001,Longmisa,180803,False,0.848,25.11604,92.616149
PT-055,18080001,Longmisa,180803,False,0.885,25.11653,92.614617
PT-056,18080001,Longmisa,180803,False,0.868,25.119524,92.613521
PT-057,18080001,Longmisa,180803,False,0.783,25.115618,92.615744
PT-058,18080001,Longmisa,180803,False,0.808,25.118682,92.614529
PT-059,18080001,Longmisa,180803,False,0.899,25.117398,92.613413
PT-060,18080002,Umrangso Basti,180803,True,0.22,25.08159,92.730029
PT-061,18080002,Umrangso Basti,180803,True,0.312,25.081858,92.731256
PT-062,18080002,Umrangso Basti,180803,True,0.302,25.08154,92.729087
PT-063,18080002,Umrangso Basti,180803,True,0.295,25.081335,92.730036
PT-064,18080002,Umrangso Basti,180803,True,0.355,25.080843,92.730015
PT-065,18080002,Umrangso Basti,180803,True,0.292,25.082662,92.731268
PT-066,18080002,Umrangso Basti,180803,True,0.377,25.080396,92.728818
PT-067,18080002,Umrangso Basti,180803,True,0.297,25.082828,92.730291
PT-068,18080002,Umrangso Basti,180803,True,0.247,25.081525,92.727842
PT-069,18080002,Umrangso Basti,180803,True,0.204,25.080929,92.729952
PT-070,18080002,Umrangso Basti,180803,True,0.308,25.081948,92.730236
PT-071,18080002,Umrangso Basti,180803,True,0.286,25.080964,92.729423
PT-072,18080002,Umrangso Basti,180803,True,0.29,25.081129,92.730316
PT-073,18080002,Umrangso Basti,180803,True,0.241,25.081127,92.730584
PT-074,18080002,Umrangso Basti,180803,True,0.272,25.083468,92.733711
PT-075,18080002,Umrangso Basti,180803,True,0.29,25.080376,92.729201
PT-076,18080002,Umrangso Basti,180803,True,0.279,25.082409,92.731269
PT-077,18080002,Umrangso Basti,180803,True,0.246,25.080237,92.729579
PT-078,18080002,Umrangso Basti,180803,True,0.272,25.08152,92.729443
PT-079,18080002,Umrangso Basti,180803,True,0.287,25.08262,92.73078
PT-080,18080002,Umrangso Basti,180803,True,0.242,25.081204,92.730193
PT-081,18080002,Umrangso Basti,180803,True,0.284,25.081195,92.728874
PT-082,18080002,Umrangso Basti,180803,True,0.297,25.080364,92.730739
PT-083,18080002,Umrangso Basti,180803,True,0.3,25.081427,92.728608
PT-084,18080002,Umrangso Basti,180803,True,0.272,25.082928,92.730888
PT-085,18080002,Umrangso Basti,180803,True,0.303,25.080667,92.731558
PT-086,18080002,Umrangso Basti,180803,True,0.285,25.082129,92.730936
PT-087,18080002,Umrangso Basti,180803,True,0.295,25.081881,92.728496
PT-088,18080002,Umrangso Basti,180803,True,0.275,25.080684,92.7284
PT-089,18080002,Umrangso Basti,180803,True,0.337,25.081978,92.731573
PT-090,18080002,Umrangso Basti,180803,True,0.338,25.081539,92.729834
PT-091,18080002,Umrangso Basti,180803,True,0.332,25.082831,92.732743
PT-092,18080002,Umrangso Basti,180803,True,0.266,25.081155,92.728687
PT-093,18080002,Umrangso Basti,180803,True,0.201,25.079926,92.726917
PT-094,18080002,Umrangso Basti,180803,True,0.315,25.081867,92.730859
PT-095,18080002,Umrangso Basti,180803,True,0.256,25.081778,92.729323
PT-096,18080002,Umrangso Basti,180803,True,0.271,25.081629,92.732088
PT-097,18080002,Umrangso Basti,180803,True,0.268,25.080823,92.728341
PT-098,18080003,Khonoma Tola,180801,False,0.706,25.2142,92.684095
PT-099,18080003,Khonoma Tola,180801,False,0.638,25.210609,92.681456
PT-100,18080003,Khonoma Tola,180801,False,0.629,25.213729,92.68289
PT-101,18080003,Khonoma Tola,180801,False,0.671,25.215119,92.683096
PT-102,18080003,Khonoma Tola,180801,False,0.597,25.216557,92.684307
PT-103,18080003,Khonoma Tola,180801,False,0.653,25.212217,92.682496
PT-104,18080003,Khonoma Tola,180801,False,0.633,25.213165,92.682006
PT-105,18080003,Khonoma Tola,180801,False,0.674,25.214744,92.683006
PT-106,18080003,Khonoma Tola,180801,False,0.707,25.213003,92.68201
PT-107,18080003,Khonoma Tola,180801,False,0.653,25.213616,92.682248
PT-108,18080003,Khonoma Tola,180801,False,0.62,25.212616,92.682045
PT-109,18080003,Khonoma Tola,180801,False,0.734,25.214668,92.682089
PT-110,18080003,Khonoma Tola,180801,False,0.674,25.21151,92.682374
PT-111,18080003,Khonoma Tola,180801,False,0.711,25.213876,92.684042
PT-112,18080003,Khonoma Tola,180801,False,0.68,25.213123,92.682865
PT-113,18080003,Khonoma Tola,180801,False,0.585,25.211929,92.681343
PT-114,18080003,Khonoma Tola,180801,False,0.674,25.214487,92.683466
PT-115,18080003,Khonoma Tola,180801,False,0.669,25.2135,92.681683
PT-116,18080003,Khonoma Tola,180801,False,0.715,25.213239,92.682171
PT-117,18080003,Khonoma Tola,180801,False,0.636,25.212403,92.683623
PT-118,18080003,Khonoma Tola,180801,False,0.594,25.211376,92.681697
PT-119,18080003,Khonoma Tola,180801,False,0.743,25.214939,92.682849
PT-120,18080003,Khonoma Tola,180801,False,0.6,25.214216,92.683177
PT-121,18080003,Khonoma Tola,180801,False,0.734,25.214109,92.683442
PT-122,18080003,Khonoma Tola,180801,False,0.659,25.212581,92.681883
PT-123,18080003,Khonoma Tola,180801,False,0.616,25.215511,92.683694
PT-124,18080003,Khonoma Tola,180801,False,0.683,25.213355,92.682501
PT-125,18080003,Khonoma Tola,180801,False,0.626,25.212803,92.683955
PT-126,18080003,Khonoma Tola,180801,False,0.669,25.212706,92.681613
PT-127,18080003,Khonoma Tola,180801,False,0.715,25.214535,92.683355
PT-128,18080003,Khonoma Tola,180801,False,0.724,25.213307,92.68271
PT-129,18080003,Khonoma Tola,180801,False,0.702,25.213279,92.682844
PT-130,18080003,Khonoma Tola,180801,False,0.591,25.210626,92.681685
PT-131,18080003,Khonoma Tola,180801,False,0.616,25.212729,92.682514
PT-132,18080003,Khonoma Tola,180801,False,0.688,25.214042,92.682206
PT-133,18080003,Khonoma Tola,180801,False,0.626,25.213917,92.682417
PT-134,18080003,Khonoma Tola,180801,False,0.698,25.213766,92.682854
PT-135,18080003,Khonoma Tola,180801,False,0.574,25.213443,92.683175
PT-136,18080003,Khonoma Tola,180801,False,0.677,25.211875,92.682528
PT-137,18080003,Khonoma Tola,180801,False,0.674,25.212275,92.682749
PT-138,18080003,Khonoma Tola,180801,False,0.702,25.213892,92.682651
PT-139,18080003,Khonoma Tola,180801,False,0.602,25.211533,92.683066
PT-140,18080003,Khonoma Tola,180801,False,0.663,25.211778,92.681689
PT-141,18080003,Khonoma Tola,180801,False,0.623,25.213289,92.683107
PT-142,18080003,Khonoma Tola,180801,False,0.67,25.216949,92.683533
PT-143,18080003,Khonoma Tola,180801,False,0.69,25.214993,92.683268
PT-144,18080003,Khonoma Tola,180801,False,0.639,25.214909,92.682947
PT-145,18080003,Khonoma Tola,180801,False,0.661,25.212821,92.681374
PT-146,18080004,Rengpang,180802,True,0.264,25.183533,92.831503
PT-147,18080004,Rengpang,180802,True,0.323,25.183205,92.83249
PT-148,18080004,Rengpang,180802,True,0.314,25.182674,92.831896
PT-149,18080004,Rengpang,180802,True,0.236,25.184426,92.832731
PT-150,18080004,Rengpang,180802,True,0.318,25.182616,92.832997
PT-151,18080004,Rengpang,180802,True,0.359,25.184402,92.832923
PT-152,18080004,Rengpang,180802,True,0.313,25.182183,92.830531
PT-153,18080004,Rengpang,180802,True,0.295,25.18348,92.832274
PT-154,18080004,Rengpang,180802,True,0.274,25.183045,92.831658
PT-155,18080004,Rengpang,180802,True,0.236,25.182292,92.833418
PT-156,18080004,Rengpang,180802,True,0.218,25.183107,92.832198
PT-157,18080004,Rengpang,180802,True,0.28,25.181701,92.832289
PT-158,18080004,Rengpang,180802,True,0.293,25.184134,92.833475
PT-159,18080004,Rengpang,180802,True,0.299,25.181459,92.829884
PT-160,18080004,Rengpang,180802,True,0.334,25.180697,92.833325
PT-161,18080004,Rengpang,180802,True,0.329,25.183612,92.832612
PT-162,18080004,Rengpang,180802,True,0.347,25.182591,92.832428
PT-163,18080004,Rengpang,180802,True,0.276,25.1847,92.832893
PT-164,18080004,Rengpang,180802,True,0.304,25.183113,92.830436
PT-165,18080004,Rengpang,180802,True,0.241,25.18342,92.831479
PT-166,18080004,Rengpang,180802,True,0.29,25.184584,92.834863
PT-167,18080004,Rengpang,180802,True,0.271,25.182129,92.832237
PT-168,18080004,Rengpang,180802,True,0.242,25.181752,92.832372
PT-169,18080004,Rengpang,180802,True,0.298,25.184032,92.833059
PT-170,18080004,Rengpang,180802,True,0.244,25.182644,92.830394
PT-171,18080004,Rengpang,180802,True,0.295,25.182814,92.831739
PT-172,18080004,Rengpang,180802,True,0.245,25.181513,92.829181
PT-173,18080004,Rengpang,180802,True,0.351,25.183309,92.833511
PT-174,18080004,Rengpang,180802,True,0.228,25.181356,92.8314
PT-175,18080004,Rengpang,180802,True,0.31,25.183743,92.832281
PT-176,18080005,Haflong Fringe,180801,True,0.643,25.333941,92.790487
PT-177,18080005,Haflong Fringe,180801,True,0.564,25.332958,92.789217
PT-178,18080005,Haflong Fringe,180801,True,0.661,25.333228,92.791355
PT-179,18080005,Haflong Fringe,180801,True,0.634,25.333062,92.790331
PT-180,18080005,Haflong Fringe,180801,True,0.603,25.333106,92.795457
PT-181,18080005,Haflong Fringe,180801,True,0.6,25.334643,92.790323
PT-182,18080005,Haflong Fringe,180801,True,0.599,25.334135,92.787538
PT-183,18080005,Haflong Fringe,180801,True,0.605,25.3336,92.792777
PT-184,18080005,Haflong Fringe,180801,True,0.614,25.333128,92.79232
PT-185,18080005,Haflong Fringe,180801,True,0.669,25.33331,92.790633
PT-186,18080005,Haflong Fringe,180801,True,0.558,25.33462,92.791925
PT-187,18080005,Haflong Fringe,180801,True,0.571,25.333421,92.790786
PT-188,18080005,Haflong Fringe,180801,True,0.685,25.334069,92.790556
PT-189,18080005,Haflong Fringe,180801,True,0.63,25.333182,92.788153
PT-190,18080005,Haflong Fringe,180801,True,0.602,25.333695,92.791041
PT-191,18080005,Haflong Fringe,180801,True,0.651,25.333395,92.791794
PT-192,18080005,Haflong Fringe,180801,True,0.681,25.333156,92.79177
PT-193,18080005,Haflong Fringe,180801,True,0.622,25.334593,92.791897
PT-194,18080005,Haflong Fringe,180801,True,0.639,25.33398,92.791679
PT-195,18080005,Haflong Fringe,180801,True,0.534,25.333399,92.790193
PT-196,18080005,Haflong Fringe,180801,True,0.639,25.333902,92.791212
PT-197,18080005,Haflong Fringe,180801,True,0.664,25.333439,92.791875
PT-198,18080005,Haflong Fringe,180801,True,0.659,25.333141,92.792103
PT-199,18080005,Haflong Fringe,180801,True,0.598,25.333674,92.789907
PT-200,18080005,Haflong Fringe,180801,True,0.614,25.334244,92.79035
PT-201,18080005,Haflong Fringe,180801,True,0.623,25.332492,92.790699
PT-202,18080005,Haflong Fringe,180801,True,0.684,25.333716,92.790523
PT-203,18080005,Haflong Fringe,180801,True,0.579,25.333054,92.791763
PT-204,18080005,Haflong Fringe,180801,True,0.575,25.332932,92.790335
PT-205,18080005,Haflong Fringe,180801,True,0.674,25.334714,92.791468
PT-206,18080005,Haflong Fringe,180801,True,0.579,25.33438,92.786763
PT-207,18080005,Haflong Fringe,180801,True,0.569,25.333724,92.790449
PT-208,18080005,Haflong Fringe,180801,True,0.606,25.333186,92.793599
PT-209,18080005,Haflong Fringe,180801,True,0.681,25.333862,92.78976
PT-210,18080005,Haflong Fringe,180801,True,0.648,25.333357,92.790451
PT-211,18080005,Haflong Fringe,180801,True,0.566,25.333588,92.790013
PT-212,18080005,Haflong Fringe,180801,True,0.605,25.333091,92.792489
PT-213,18080005,Haflong Fringe,180801,True,0.658,25.333821,92.793043
PT-214,18080005,Haflong Fringe,180801,True,0.628,25.333578,92.791597
PT-215,18080005,Haflong Fringe,180801,True,0.691,25.333814,92.792352
PT-216,18080005,Haflong Fringe,180801,True,0.621,25.333807,92.791056
PT-217,18080005,Haflong Fringe,180801,True,0.621,25.333033,92.792186
PT-218,18080005,Haflong Fringe,180801,True,0.537,25.334009,92.791086
PT-219,18080005,Haflong Fringe,180801,True,0.616,25.333993,92.794428
PT-220,18080005,Haflong Fringe,180801,True,0.661,25.333153,92.791855
PT-221,18080005,Haflong Fringe,180801,True,0.627,25.334135,92.790806
PT-222,18080005,Haflong Fringe,180801,True,0.586,25.335213,92.788666
PT-223,18080005,Haflong Fringe,180801,True,0.721,25.334544,92.791497
PT-224,18080005,Haflong Fringe,180801,True,0.524,25.33404,92.788178
PT-225,18080005,Haflong Fringe,180801,True,0.597,25.334175,92.791363
PT-226,18080005,Haflong Fringe,180801,True,0.662,25.333422,92.790937
PT-227,18080005,Haflong Fringe,180801,True,0.605,25.333177,92.792421
PT-228,18080005,Haflong Fringe,180801,True,0.666,25.333603,92.790506
PT-229,18080005,Haflong Fringe,180801,True,0.576,25.333515,92.791768
PT-230,18080005,Haflong Fringe,180801,True,0.594,25.332669,92.792465
PT-231,18080005,Haflong Fringe,180801,True,0.596,25.333791,92.790382
PT-232,18080005,Haflong Fringe,180801,True,0.591,25.332441,92.792523
PT-233,18080005,Haflong Fringe,180801,True,0.557,25.334025,92.79115
PT-234,18080005,Haflong Fringe,180801,True,0.642,25.334278,92.795019
PT-235,18080005,Haflong Fringe,180801,True,0.652,25.333397,92.790332
PT-236,18080005,Haflong Fringe,180801,True,0.576,25.333329,92.79213
PT-237,18080005,Haflong Fringe,180801,True,0.612,25.333531,92.79311
PT-238,18080005,Haflong Fringe,180801,True,0.584,25.333589,92.790379
PT-239,18080005,Haflong Fringe,180801,True,0.588,25.334232,92.788548
PT-240,18080005,Haflong Fringe,180801,True,0.664,25.33382,92.793905
PT-241,18080005,Haflong Fringe,180801,True,0.65,25.333454,92.792341
PT-242,18080005,Haflong Fringe,180801,True,0.625,25.332845,92.791078
PT-243,18080005,Haflong Fringe,180801,True,0.585,25.334087,92.789858
PT-244,18080005,Haflong Fringe,180801,True,0.68,25.333606,92.790111
PT-245,18080005,Haflong Fringe,180801,True,0.603,25.333518,92.791663
PT-246,18080005,Haflong Fringe,180801,True,0.517,25.33382,92.788462
PT-247,18080005,Haflong Fringe,180801,True,0.544,25.333154,92.794402
PT-248,18080005,Haflong Fringe,180801,True,0.601,25.332601,92.791203
PT-249,18080005,Haflong Fringe,180801,True,0.552,25.335084,92.791902
PT-250,18080005,Haflong Fringe,180801,True,0.536,25.334401,92.792149
PT-251,18080005,Haflong Fringe,180801,True,0.579,25.333107,92.790081
PT-252,18080005,Haflong Fringe,180801,True,0.636,25.335386,92.789201
PT-253,18080005,Haflong Fringe,180801,True,0.612,25.33367,92.792297
PT-254,18080005,Haflong Fringe,180801,True,0.599,25.334595,92.790735
PT-255,18080005,Haflong Fringe,180801,True,0.632,25.334794,92.791269
PT-256,18080005,Haflong Fringe,180801,True,0.561,25.333503,92.793828
PT-257,18080005,Haflong Fringe,180801,True,0.637,25.333884,92.789754
PT-258,18080005,Haflong Fringe,180801,True,0.626,25.332136,92.789937
PT-259,18080005,Haflong Fringe,180801,True,0.634,25.334366,92.790322
PT-260,18080005,Haflong Fringe,180801,True,0.641,25.333137,92.792287
PT-261,18080005,Haflong Fringe,180801,True,0.592,25.3335,92.793469
PT-262,18080005,Haflong Fringe,180801,True,0.661,25.333926,92.791955
PT-263,18080006,Maibang Hamlet,180802,False,0.608,25.271483,92.911578
PT-264,18080006,Maibang Hamlet,180802,False,0.482,25.269775,92.913685
PT-265,18080006,Maibang Hamlet,180802,False,0.576,25.27125,92.912352
PT-266,18080006,Maibang Hamlet,180802,False,0.537,25.271336,92.914457
PT-267,18080006,Maibang Hamlet,180802,False,0.552,25.271423,92.90963
PT-268,18080006,Maibang Hamlet,180802,False,0.571,25.270749,92.910885
PT-269,18080006,Maibang Hamlet,180802,False,0.555,25.272705,92.909619
PT-270,18080006,Maibang Hamlet,180802,False,0.521,25.272131,92.910145
PT-271,18080006,Maibang Hamlet,180802,False,0.556,25.271673,92.911472
PT-272,18080006,Maibang Hamlet,180802,False,0.605,25.270401,92.913302
PT-273,18080006,Maibang Hamlet,180802,False,0.579,25.270156,92.914607
PT-274,18080006,Maibang Hamlet,180802,False,0.623,25.27088,92.912256
PT-275,18080006,Maibang Hamlet,180802,False,0.587,25.270443,92.912527
PT-276,18080006,Maibang Hamlet,180802,False,0.49,25.270507,92.913309
PT-277,18080006,Maibang Hamlet,180802,False,0.512,25.270547,92.912582
PT-278,18080006,Maibang Hamlet,180802,False,0.604,25.270089,92.914011
PT-279,18080006,Maibang Hamlet,180802,False,0.551,25.27138,92.912366
PT-280,18080006,Maibang Hamlet,180802,False,0.542,25.270931,92.911334
PT-281,18080006,Maibang Hamlet,180802,False,0.61,25.27051,92.914883
PT-282,18080006,Maibang Hamlet,180802,False,0.578,25.271421,92.912894
PT-283,18080006,Maibang Hamlet,180802,False,0.495,25.270588,92.9137
PT-284,18080006,Maibang Hamlet,180802,False,0.448,25.271554,92.909592
PT-285,18080006,Maibang Hamlet,180802,False,0.55,25.270777,92.912196
PT-286,18080007,Jiribam Road,180802,True,0.2,25.414207,92.953047
PT-287,18080007,Jiribam Road,180802,True,0.2,25.41425,92.954282
PT-288,18080007,Jiribam Road,180802,True,0.2,25.413126,92.953096
PT-289,18080007,Jiribam Road,180802,True,0.2,25.413394,92.953876
PT-290,18080007,Jiribam Road,180802,True,0.2,25.412742,92.951551
PT-291,18080007,Jiribam Road,180802,True,0.2,25.41046,92.951957
PT-292,18080007,Jiribam Road,180802,True,0.2,25.41409,92.952193
PT-293,18080007,Jiribam Road,180802,True,0.2,25.41243,92.951433
PT-294,18080007,Jiribam Road,180802,True,0.2,25.409482,92.951488
PT-295,18080007,Jiribam Road,180802,True,0.2,25.414995,92.953285
PT-296,18080007,Jiribam Road,180802,True,0.2,25.414182,92.952107
PT-297,18080007,Jiribam Road,180802,True,0.2,25.414151,92.954286
PT-298,18080007,Jiribam Road,180802,True,0.2,25.414675,92.953052
PT-299,18080007,Jiribam Road,180802,True,0.2,25.41077,92.952498
PT-300,18080007,Jiribam Road,180802,True,0.2,25.412067,92.952784
PT-301,18080007,Jiribam Road,180802,True,0.2,25.412487,92.951952
PT-302,18080007,Jiribam Road,180802,True,0.2,25.413242,92.953312
PT-303,18080007,Jiribam Road,180802,True,0.2,25.411606,92.952151
PT-304,18080008,Borlangfer,180804,False,0.72,25.442042,92.620875
PT-305,18080008,Borlangfer,180804,False,0.673,25.445307,92.621659
PT-306,18080008,Borlangfer,180804,False,0.717,25.442881,92.621438
PT-307,18080008,Borlangfer,180804,False,0.666,25.443354,92.621194
PT-308,18080008,Borlangfer,180804,False,0.686,25.443249,92.621979
PT-309,18080008,Borlangfer,180804,False,0.713,25.439931,92.62167
PT-310,18080008,Borlangfer,180804,False,0.672,25.444195,92.621499
PT-311,18080008,Borlangfer,180804,False,0.684,25.442394,92.621643
PT-312,18080008,Borlangfer,180804,False,0.615,25.442289,92.621577
PT-313,18080008,Borlangfer,180804,False,0.713,25.441623,92.621599
PT-314,18080008,Borlangfer,180804,False,0.729,25.440235,92.622454
PT-315,18080008,Borlangfer,180804,False,0.687,25.441613,92.622478
PT-316,18080008,Borlangfer,180804,False,0.725,25.442002,92.622188
PT-317,18080008,Borlangfer,180804,False,0.59,25.442169,92.621594
PT-318,18080008,Borlangfer,180804,False,0.722,25.441081,92.621187
PT-319,18080008,Borlangfer,180804,False,0.704,25.442477,92.621373
PT-320,18080008,Borlangfer,180804,False,0.611,25.442714,92.621459
PT-321,18080008,Borlangfer,180804,False,0.67,25.440967,92.622458
PT-322,18080008,Borlangfer,180804,False,0.658,25.439712,92.622985
PT-323,18080008,Borlangfer,180804,False,0.687,25.441511,92.621542
PT-324,18080008,Borlangfer,180804,False,0.697,25.441591,92.621678
PT-325,18080008,Borlangfer,180804,False,0.656,25.443042,92.621351
PT-326,18080008,Borlangfer,180804,False,0.677,25.440284,92.621916
PT-327,18080008,Borlangfer,180804,False,0.63,25.44225,92.622305
PT-328,18080008,Borlangfer,180804,False,0.773,25.442744,92.621064
PT-329,18080008,Borlangfer,180804,False,0.665,25.44458,92.621416
PT-330,18080008,Borlangfer,180804,False,0.66,25.445423,92.621652
PT-331,18080008,Borlangfer,180804,False,0.694,25.440426,92.621994
PT-332,18080008,Borlangfer,180804,False,0.662,25.442155,92.621279
PT-333,18080008,Borlangfer,180804,False,0.649,25.441016,92.621389
PT-334,18080008,Borlangfer,180804,False,0.633,25.439403,92.623077
PT-335,18080008,Borlangfer,180804,False,0.68,25.44204,92.621922
PT-336,18080008,Borlangfer,180804,False,0.659,25.444003,92.621319
PT-337,18080008,Borlangfer,180804,False,0.694,25.443479,92.621694
PT-338,18080008,Borlangfer,180804,False,0.68,25.444005,92.621848
PT-339,18080008,Borlangfer,180804,False,0.654,25.442853,92.622195
PT-340,18080008,Borlangfer,180804,False,0.766,25.443227,92.62247
PT-341,18080008,Borlangfer,180804,False,0.647,25.443532,92.621518
PT-342,18080008,Borlangfer,180804,False,0.705,25.443427,92.620974
PT-343,18080008,Borlangfer,180804,False,0.614,25.443697,92.623256
PT-344,18080008,Borlangfer,180804,False,0.665,25.439667,92.623039
PT-345,18080008,Borlangfer,180804,False,0.57,25.443874,92.62256
PT-346,18080009,Langting Tola,180804,True,0.421,25.390912,92.760034
PT-347,18080009,Langting Tola,180804,True,0.298,25.392209,92.755771
PT-348,18080009,Langting Tola,180804,True,0.377,25.391103,92.757534
PT-349,18080009,Langting Tola,180804,True,0.402,25.391334,92.758174
PT-350,18080009,Langting Tola,180804,True,0.405,25.392682,92.755516
PT-351,18080009,Langting Tola,180804,True,0.37,25.391397,92.754713
PT-352,18080009,Langting Tola,180804,True,0.381,25.391836,92.757789
PT-353,18080009,Langting Tola,180804,True,0.329,25.39303,92.755491
PT-354,18080009,Langting Tola,180804,True,0.376,25.391019,92.759564
PT-355,18080009,Langting Tola,180804,True,0.412,25.390682,92.759083
PT-356,18080009,Langting Tola,180804,True,0.362,25.391333,92.758292
PT-357,18080009,Langting Tola,180804,True,0.34,25.39136,92.757392
PT-358,18080009,Langting Tola,180804,True,0.39,25.392479,92.755067
PT-359,18080009,Langting Tola,180804,True,0.408,25.391748,92.757241
PT-360,18080009,Langting Tola,180804,True,0.334,25.39154,92.757204
PT-361,18080009,Langting Tola,180804,True,0.399,25.390204,92.758893
PT-362,18080009,Langting Tola,180804,True,0.406,25.390858,92.758368
PT-363,18080009,Langting Tola,180804,True,0.342,25.390095,92.759124
PT-364,18080009,Langting Tola,180804,True,0.304,25.392903,92.755952
PT-365,18080009,Langting Tola,180804,True,0.305,25.391389,92.759572
PT-366,18080009,Langting Tola,180804,True,0.411,25.390201,92.758191
PT-367,18080009,Langting Tola,180804,True,0.37,25.389769,92.759208
PT-368,18080009,Langting Tola,180804,True,0.343,25.39064,92.756844
PT-369,18080009,Langting Tola,180804,True,0.414,25.392049,92.757747
PT-370,18080009,Langting Tola,180804,True,0.398,25.391873,92.756484
PT-371,18080009,Langting Tola,180804,True,0.437,25.391603,92.757235
PT-372,18080009,Langting Tola,180804,True,0.289,25.39283,92.753668
PT-373,18080009,Langting Tola,180804,True,0.375,25.392528,92.756648
PT-374,18080009,Langting Tola,180804,True,0.407,25.391712,92.756098
PT-375,18080009,Langting Tola,180804,True,0.315,25.392212,92.755416
PT-376,18080009,Langting Tola,180804,True,0.341,25.389933,92.760281
PT-377,18080009,Langting Tola,180804,True,0.363,25.391799,92.756172
PT-378,18080010,Nambornodi,180804,False,0.558,25.450686,92.868114
PT-379,18080010,Nambornodi,180804,False,0.568,25.450012,92.866621
PT-380,18080010,Nambornodi,180804,False,0.516,25.450749,92.867197
PT-381,18080010,Nambornodi,180804,False,0.568,25.451516,92.868455
PT-382,18080010,Nambornodi,180804,False,0.548,25.451485,92.86896
PT-383,18080010,Nambornodi,180804,False,0.475,25.452739,92.868264
PT-384,18080010,Nambornodi,180804,False,0.53,25.452703,92.868684
PT-385,18080010,Nambornodi,180804,False,0.57,25.451654,92.868873
PT-386,18080010,Nambornodi,180804,False,0.57,25.450861,92.867878
PT-387,18080010,Nambornodi,180804,False,0.568,25.452452,92.868857
